Mean Frequency (Hz),Median Frequency (Hz)
22.191605531442917,0.0002686300233726396
14.983416599580295,0.00028355681815907496
12.780227199027145,0.0005561476468593813
16.368785548014102,0.0027998309591467535
16.656021761329054,0.002222206341527978
16.33966266150759,0.0006647544312484056
17.253556118829692,0.0018408698168941293
16.531069377104817,0.001139950733038059
14.367306984227813,0.00036231188029170957
17.558575220233944,0.0019334844848038326
16.741754796937453,0.0017228848349275412
16.31125790386149,0.00021491639942462545
15.147098991358478,0.0008613729488038922
16.884005712149218,0.0006114323870726755
15.282260857641115,0.00016807100313907198
15.627262718907831,0.0005920455763816321
13.484409107070316,0.001837370805624895
16.34832169735133,0.0014877872470774166
18.249271072112315,0.0013277532820204962
15.0892557136116,0.00033819802558552806
13.112434928104658,0.0009997984263997093
14.416759982600936,0.0015361320152221288
13.102212335336382,0.0018269781022695651
14.493417019282179,0.001698148676169629
15.395704394573222,0.002418176976255339
14.039859987823423,0.002326864543619293
13.294544736896597,0.003575962146770182
13.963212039906955,0.004888859935364999
17.090251730451545,0.0018164757292149663
16.506933476440633,0.0013655787717155796
14.489316111393515,0.002587879525654224
14.537545892200919,0.004131419352174507
14.49339121698843,0.006600781987818412
14.428387643584658,0.0020143732125946427
13.457150485914724,0.0010800380602307364
13.627231541775284,0.0018806189061587378
14.349504388293557,0.002087901724850192
14.01793346894253,0.0024551510292562923
13.28548529172488,0.0029022348883958305
14.403618088250049,0.0029993243250028313
13.682686926424804,0.0009741907940077387
14.947846319883789,0.0018045381593427832
12.560944606455843,0.0027823321670683997
14.94256384413606,0.004047065175907893
15.002735656289799,0.0047660985834037245
16.003387844994236,0.0019580235526359233
16.267978845930482,0.0009291806912667661
15.59876335497926,0.0026397771704757904
13.37628000162411,0.004647592948464745
14.406492335109967,0.0042443869619809395
16.202530585866803,0.0026357514894285866
14.327513709925011,0.0014577629616712785
16.76879046620526,0.0012846304806691793
13.247265383352028,0.0014674070255636129
14.496812788706668,0.0032826984925734067
14.791822462740862,0.00499806873952391
16.186695075894377,0.002826245629701162
14.538173957526539,0.0013380706471252733
14.150266568317967,0.0023355288991478785
14.383735649800034,0.003768111438499078
14.28315208346003,0.00395890249975015
14.784248188054528,0.0015063676707898492
15.06183703211156,0.00129381977709482
14.616370330623065,0.0030278270144346027
15.80147329133227,0.0030630971611182137
14.882576478405408,0.0031812910860153348
13.461225081038295,0.0024360193584282825
12.97811210184394,0.001808905273126617
13.522948048237971,0.002973323342944646
14.489603653959485,0.00236961191774896
13.514223528834096,0.002773360504670867
13.358447307202193,0.0037780635015439014
14.753496164308292,0.004281663348822936
14.605266944226269,0.0032209864177907823
14.869116387269761,0.005024068744179063
13.277555164333892,0.008329478749728943
15.799744610092391,0.008386671195700305
15.559058756199269,0.002972317948908661
15.148295984804863,0.004574366309522643
15.53432361834116,0.003970500697534635
13.863098376540771,0.00359992260596513
15.151133750479048,0.00245653392778303
13.483067237216668,0.0022979315425963416
14.5372146227474,0.004671247372851598
13.450305417132872,0.004556618244482425
12.1358003954111,0.0027808345481977518
12.706152364458315,0.00463844186799209
13.851949039311862,0.0044352739363167
13.455179655074243,0.002801218883870652
14.144374987290222,0.004407846589648759
13.503608170522757,0.00496769177233424
13.899743604417381,0.004171480846286379
15.27391376160661,0.004326039747142271
15.039483395603188,0.0042558446351030526
12.871438394648774,0.00457070929528751
15.073495675890465,0.0029373947656943828
14.137591277867097,0.0018581752945295625
15.661251475966683,0.0036330265092602027
19.317941536535372,0.00031424255141197153
