Raw Emg,Timestamp
-0.14,1.0
-0.09,2.0
-0.01,3.0
0.04,4.0
0.02,5.0
0.06,6.0
0.15,7.0
0.08,8.0
-0.02,9.0
0.03,10.0
0.05,11.0
0.14,12.0
0.15,13.0
0.03,14.0
-0.05,15.0
-0.07,16.0
0.03,17.0
0.05,18.0
0.04,19.0
-0.03,20.0
-0.06,21.0
-0.2,22.0
-0.21,23.0
-0.12,24.0
-0.01,25.0
0.11,26.0
0.11,27.0
0.02,28.0
-0.05,29.0
-0.04,30.0
-0.03,31.0
0.11,32.0
0.18,33.0
0.27,34.0
0.25,35.0
0.1,36.0
-0.1,37.0
-0.17,38.0
-0.11,39.0
-0.1,40.0
-0.21,41.0
-0.17,43.0
-0.1,44.0
-0.06,45.0
0.0,46.0
0.04,47.0
0.11,48.0
0.18,49.0
0.15,50.0
-0.04,51.0
-0.13,52.0
-0.05,53.0
0.06,54.0
0.19,55.0
0.2,56.0
0.06,57.0
-0.06,58.0
-0.09,59.0
-0.07,60.0
-0.05,61.0
-0.03,62.0
0.01,63.0
0.06,64.0
0.02,65.0
-0.04,66.0
-0.09,67.0
-0.06,68.0
0.03,69.0
0.1,70.0
0.1,71.0
0.17,72.0
0.06,73.0
-0.04,74.0
-0.05,75.0
-0.07,76.0
-0.04,77.0
-0.0,78.0
-0.01,79.0
-0.03,80.0
-0.02,81.0
-0.04,82.0
-0.04,83.0
-0.03,84.0
-0.01,86.0
0.01,87.0
0.05,88.0
0.13,89.0
0.14,90.0
0.13,91.0
0.03,92.0
-0.01,93.0
-0.02,94.0
0.01,95.0
-0.07,96.0
-0.1,97.0
-0.12,98.0
0.06,99.0
0.1,100.0
0.05,101.0
0.14,102.0
0.24,103.0
0.19,104.0
0.11,105.0
-0.0,106.0
-0.08,107.0
-0.11,108.0
-0.15,109.0
-0.16,110.0
-0.14,111.0
-0.08,112.0
-0.01,113.0
-0.03,114.0
-0.01,115.0
0.04,116.0
-0.04,117.0
-0.08,118.0
-0.06,119.0
-0.03,120.0
0.08,121.0
0.09,122.0
0.14,123.0
0.07,124.0
-0.04,125.0
-0.15,126.0
-0.21,128.0
-0.19,129.0
-0.09,130.0
0.05,131.0
0.12,132.0
0.06,133.0
0.06,134.0
0.12,135.0
0.39,136.0
0.39,137.0
0.2,138.0
0.03,139.0
-0.1,140.0
-0.19,141.0
-0.17,142.0
-0.13,143.0
-0.04,144.0
-0.0,145.0
-0.04,146.0
-0.07,147.0
-0.05,148.0
-0.0,149.0
0.12,150.0
0.19,151.0
0.14,152.0
0.05,153.0
-0.0,154.0
-0.04,155.0
-0.07,156.0
-0.08,157.0
-0.14,158.0
-0.12,159.0
-0.12,160.0
-0.17,161.0
-0.18,162.0
-0.23,163.0
-0.14,164.0
0.04,165.0
0.31,166.0
0.45,167.0
0.5,168.0
0.43,169.0
0.3,171.0
0.1,172.0
-0.07,173.0
-0.15,174.0
-0.2,175.0
-0.16,176.0
-0.17,177.0
-0.15,178.0
-0.15,179.0
-0.23,180.0
-0.18,181.0
0.04,182.0
0.11,183.0
0.05,184.0
0.1,185.0
0.17,186.0
0.17,187.0
0.13,188.0
0.1,189.0
-0.0,190.0
-0.15,191.0
-0.14,192.0
-0.17,193.0
-0.09,194.0
-0.02,195.0
0.11,196.0
0.08,197.0
-0.02,198.0
-0.13,199.0
-0.14,200.0
-0.08,201.0
0.04,202.0
0.11,203.0
0.15,204.0
0.19,205.0
0.18,206.0
0.25,207.0
0.2,208.0
0.05,209.0
-0.05,210.0
-0.11,211.0
-0.11,212.0
-0.11,214.0
-0.12,215.0
-0.04,216.0
0.02,217.0
-0.05,218.0
-0.02,219.0
-0.1,220.0
-0.17,221.0
-0.18,222.0
-0.05,223.0
0.02,224.0
0.02,225.0
0.11,226.0
0.16,227.0
0.22,228.0
0.23,229.0
0.21,230.0
0.15,231.0
0.03,232.0
-0.09,233.0
-0.1,234.0
-0.1,235.0
-0.1,236.0
-0.09,237.0
0.06,238.0
0.19,239.0
0.03,240.0
-0.11,241.0
-0.08,242.0
-0.02,243.0
0.05,244.0
0.03,245.0
-0.03,246.0
-0.04,247.0
-0.03,248.0
-0.0,249.0
0.02,250.0
0.11,251.0
0.06,252.0
-0.03,253.0
-0.08,254.0
-0.07,256.0
-0.1,257.0
-0.18,258.0
-0.31,259.0
-0.26,260.0
-0.14,261.0
0.11,262.0
0.28,263.0
0.31,264.0
0.21,265.0
0.17,266.0
0.17,267.0
0.27,268.0
0.2,269.0
0.07,270.0
-0.03,271.0
-0.07,272.0
-0.07,273.0
-0.12,274.0
-0.14,275.0
-0.19,276.0
-0.19,277.0
-0.18,278.0
-0.04,279.0
0.14,280.0
0.1,281.0
0.13,282.0
0.17,283.0
0.17,284.0
0.08,285.0
0.08,286.0
0.07,287.0
-0.0,288.0
-0.09,289.0
-0.14,290.0
-0.17,291.0
-0.25,292.0
-0.15,293.0
-0.12,294.0
-0.23,295.0
-0.23,296.0
-0.04,297.0
0.13,299.0
0.34,300.0
0.34,301.0
0.31,302.0
0.25,303.0
0.2,304.0
0.24,305.0
0.12,306.0
0.09,307.0
0.05,308.0
-0.07,309.0
-0.08,310.0
-0.1,311.0
-0.08,312.0
-0.16,313.0
-0.29,314.0
-0.32,315.0
-0.29,316.0
-0.07,317.0
0.12,318.0
0.05,319.0
-0.03,320.0
-0.03,321.0
-0.02,322.0
-0.03,323.0
-0.04,324.0
0.07,325.0
0.19,326.0
0.25,327.0
0.17,328.0
0.11,329.0
0.08,330.0
-0.03,331.0
-0.06,332.0
-0.03,333.0
-0.07,334.0
-0.09,335.0
0.01,336.0
0.06,337.0
0.09,338.0
0.05,339.0
-0.08,340.0
-0.13,342.0
-0.01,343.0
-0.03,344.0
-0.08,345.0
-0.03,346.0
-0.01,347.0
-0.02,348.0
-0.04,349.0
-0.08,350.0
-0.11,351.0
-0.08,352.0
-0.06,353.0
0.01,354.0
0.11,355.0
0.27,356.0
0.38,357.0
0.33,358.0
0.17,359.0
0.11,360.0
0.03,361.0
-0.06,362.0
-0.11,363.0
-0.15,364.0
-0.09,365.0
-0.05,366.0
-0.07,367.0
-0.04,368.0
0.04,369.0
0.07,370.0
0.06,371.0
-0.07,372.0
-0.1,373.0
-0.14,374.0
-0.07,375.0
-0.03,376.0
0.15,377.0
0.22,378.0
0.08,379.0
-0.03,380.0
-0.16,381.0
-0.18,382.0
-0.06,384.0
0.07,385.0
0.08,386.0
0.05,387.0
0.04,388.0
0.08,389.0
0.1,390.0
0.05,391.0
0.03,392.0
-0.04,393.0
-0.0,394.0
-0.02,395.0
-0.05,396.0
-0.09,397.0
-0.05,398.0
-0.04,399.0
-0.06,400.0
-0.04,401.0
0.01,402.0
0.03,403.0
-0.07,404.0
-0.1,405.0
-0.11,406.0
0.01,407.0
0.23,408.0
0.37,409.0
0.25,410.0
0.14,411.0
0.14,412.0
0.04,413.0
-0.05,414.0
